[17:31:36.435780877] Interval 15 -> Attempted: 27, Successful: 0
[17:39:37.023082293] Interval 30 -> Attempted: 4, Successful: 0
[17:39:37.023083100] Interval 60 -> Attempted: 1, Successful: 0
[17:39:37.023083552] Interval 150 -> Attempted: 0, Successful: 0
[17:39:37.521696392] Interval 15 -> Attempted: 27, Successful: 16
[17:39:37.521698906] Interval 30 -> Attempted: 4, Successful: 0
[17:39:37.521699788] Interval 60 -> Attempted: 1, Successful: 0
[17:39:37.521700269] Interval 150 -> Attempted: 0, Successful: 0
[17:39:38.026535323] Interval 15 -> Attempted: 27, Successful: 0
[17:39:38.026537750] Interval 30 -> Attempted: 4, Successful: 0
[17:39:38.026999790] Interval 60 -> Attempted: 1, Successful: 1
[17:39:38.027000976] Interval 150 -> Attempted: 0, Successful: 0
[17:39:38.519371610] Interval 15 -> Attempted: 27, Successful: 0
[17:39:38.519374059] Interval 30 -> Attempted: 4, Successful: 0
[17:39:38.519374947] Interval 60 -> Attempted: 1, Successful: 0
[17:39:38.519375386] Interval 150 -> Attempted: 0, Successful: 0
[17:39:39.019380124] Interval 15 -> Attempted: 27, Successful: 0
[17:39:39.019383138] Interval 30 -> Attempted: 4, Successful: 0
[17:39:39.019383922] Interval 60 -> Attempted: 1, Successful: 0
[17:39:39.019384372] Interval 150 -> Attempted: 0, Successful: 0
[17:39:39.520639443] Interval 15 -> Attempted: 27, Successful: 0
[17:39:39.520642217] Interval 30 -> Attempted: 4, Successful: 0
[17:39:39.520643128] Interval 60 -> Attempted: 1, Successful: 0
[17:39:39.520643551] Interval 150 -> Attempted: 0, Successful: 0
[17:39:40.019825028] Interval 15 -> Attempted: 27, Successful: 0
[17:39:40.019827414] Interval 30 -> Attempted: 4, Successful: 0
[17:39:40.019828367] Interval 60 -> Attempted: 1, Successful: 0
[17:39:40.019828820] Interval 150 -> Attempted: 0, Successful: 0
[17:39:40.519411248] Interval 15 -> Attempted: 27, Successful: 0
[17:39:40.519413641] Interval 30 -> Attempted: 4, Successful: 0
[17:39:40.519414622] Interval 60 -> Attempted: 1, Successful: 0
[17:39:40.519415047] Interval 150 -> Attempted: 0, Successful: 0
[17:39:41.020557491] Interval 15 -> Attempted: 27, Successful: 0
[17:39:41.020559521] Interval 30 -> Attempted: 4, Successful: 0
[17:39:41.021008832] Interval 60 -> Attempted: 1, Successful: 1
[17:39:41.021010154] Interval 150 -> Attempted: 0, Successful: 0
[17:39:41.523439892] Interval 15 -> Attempted: 27, Successful: 11
[17:39:41.523442835] Interval 30 -> Attempted: 4, Successful: 0
[17:39:41.523811834] Interval 60 -> Attempted: 1, Successful: 1
[17:39:41.523813194] Interval 150 -> Attempted: 0, Successful: 0
[17:39:42.021308858] Interval 15 -> Attempted: 27, Successful: 3
[17:39:42.021311363] Interval 30 -> Attempted: 4, Successful: 0
[17:39:42.021732421] Interval 60 -> Attempted: 1, Successful: 1
[17:39:42.021733841] Interval 150 -> Attempted: 0, Successful: 0
[17:39:42.519351995] Interval 15 -> Attempted: 27, Successful: 0
[17:39:42.519354669] Interval 30 -> Attempted: 4, Successful: 0
[17:39:42.519901198] Interval 60 -> Attempted: 1, Successful: 1
[17:39:42.519902443] Interval 150 -> Attempted: 0, Successful: 0
[17:39:43.019571949] Interval 15 -> Attempted: 27, Successful: 0
[17:39:43.019574915] Interval 30 -> Attempted: 4, Successful: 0
[17:39:43.020134735] Interval 60 -> Attempted: 1, Successful: 1
[17:39:43.020135990] Interval 150 -> Attempted: 0, Successful: 0
[17:39:43.520943331] Interval 15 -> Attempted: 27, Successful: 0
[17:39:43.520945980] Interval 30 -> Attempted: 4, Successful: 0
[17:39:43.521491436] Interval 60 -> Attempted: 1, Successful: 1
[17:39:43.521492859] Interval 150 -> Attempted: 0, Successful: 0
[17:39:44.019562511] Interval 15 -> Attempted: 27, Successful: 0
[17:39:44.019565453] Interval 30 -> Attempted: 4, Successful: 0
[17:39:44.020068555] Interval 60 -> Attempted: 1, Successful: 1
[17:39:44.020069917] Interval 150 -> Attempted: 0, Successful: 0
[17:39:44.519292016] Interval 15 -> Attempted: 27, Successful: 0
[17:39:44.519294996] Interval 30 -> Attempted: 4, Successful: 0
[17:39:44.519307198] Interval 60 -> Attempted: 1, Successful: 0
[17:39:44.519307727] Interval 150 -> Attempted: 0, Successful: 0
[17:39:45.019960719] Interval 15 -> Attempted: 27, Successful: 0
[17:39:45.019963853] Interval 30 -> Attempted: 4, Successful: 0
[17:39:45.019973424] Interval 60 -> Attempted: 1, Successful: 0
[17:39:45.019973923] Interval 150 -> Attempted: 0, Successful: 0
[17:39:45.519243257] Interval 15 -> Attempted: 27, Successful: 0
[17:39:45.519247486] Interval 30 -> Attempted: 4, Successful: 0
[17:39:45.519255359] Interval 60 -> Attempted: 1, Successful: 0
[17:39:45.519255861] Interval 150 -> Attempted: 0, Successful: 0
[17:39:46.021291114] Interval 15 -> Attempted: 27, Successful: 5
[17:39:46.021299330] Interval 30 -> Attempted: 4, Successful: 0
[17:39:46.021309422] Interval 60 -> Attempted: 1, Successful: 0
[17:39:46.021310135] Interval 150 -> Attempted: 0, Successful: 0
[17:39:46.521104384] Interval 15 -> Attempted: 27, Successful: 8
[17:39:46.521109368] Interval 30 -> Attempted: 4, Successful: 0
[17:39:46.521520449] Interval 60 -> Attempted: 1, Successful: 1
[17:39:46.521521698] Interval 150 -> Attempted: 0, Successful: 0
[17:39:47.023231089] Interval 15 -> Attempted: 27, Successful: 8
[17:39:47.023236056] Interval 30 -> Attempted: 4, Successful: 0
[17:39:47.023244125] Interval 60 -> Attempted: 1, Successful: 0
[17:39:47.023244617] Interval 150 -> Attempted: 0, Successful: 0
[17:39:47.521707048] Interval 15 -> Attempted: 27, Successful: 1
[17:39:47.521710832] Interval 30 -> Attempted: 4, Successful: 0
[17:39:47.522153504] Interval 60 -> Attempted: 1, Successful: 1
[17:39:47.522154848] Interval 150 -> Attempted: 0, Successful: 0
[17:39:48.023269044] Interval 15 -> Attempted: 27, Successful: 19
[17:39:48.023272015] Interval 30 -> Attempted: 4, Successful: 0
[17:39:48.023705008] Interval 60 -> Attempted: 1, Successful: 1
[17:39:48.023706400] Interval 150 -> Attempted: 0, Successful: 0
[17:39:48.519307821] Interval 15 -> Attempted: 27, Successful: 0
[17:39:48.519331481] Interval 30 -> Attempted: 4, Successful: 0
[17:39:48.519864914] Interval 60 -> Attempted: 1, Successful: 1
[17:39:48.519866230] Interval 150 -> Attempted: 0, Successful: 0
[17:39:49.019614462] Interval 15 -> Attempted: 27, Successful: 0
[17:39:49.019626114] Interval 30 -> Attempted: 4, Successful: 0
[17:39:49.020166141] Interval 60 -> Attempted: 1, Successful: 1
[17:39:49.020167630] Interval 150 -> Attempted: 0, Successful: 0
[17:39:49.519488981] Interval 15 -> Attempted: 27, Successful: 0
[17:39:49.519514676] Interval 30 -> Attempted: 4, Successful: 0
[17:39:49.520047069] Interval 60 -> Attempted: 1, Successful: 1
[17:39:49.520048864] Interval 150 -> Attempted: 0, Successful: 0
[17:39:50.019354244] Interval 15 -> Attempted: 27, Successful: 0
[17:39:50.020270240] Interval 30 -> Attempted: 4, Successful: 2
[17:39:50.020625965] Interval 60 -> Attempted: 1, Successful: 1
[17:39:50.020627572] Interval 150 -> Attempted: 0, Successful: 0
[17:39:50.524082504] Interval 15 -> Attempted: 37, Successful: 13
[17:39:50.524447214] Interval 30 -> Attempted: 4, Successful: 1
[17:39:50.524452551] Interval 60 -> Attempted: 1, Successful: 0
[17:39:50.524453525] Interval 150 -> Attempted: 0, Successful: 0
[17:39:51.019524816] Interval 15 -> Attempted: 27, Successful: 0
[17:39:51.019553148] Interval 30 -> Attempted: 4, Successful: 0
[17:39:51.019779050] Interval 60 -> Attempted: 1, Successful: 1
[17:39:51.019780638] Interval 150 -> Attempted: 0, Successful: 0
[17:39:51.519685818] Interval 15 -> Attempted: 27, Successful: 1
[17:39:51.520200866] Interval 30 -> Attempted: 4, Successful: 1
[17:39:51.520396068] Interval 60 -> Attempted: 1, Successful: 1
[17:39:51.520397717] Interval 150 -> Attempted: 0, Successful: 0
[17:39:52.024693827] Interval 15 -> Attempted: 27, Successful: 21
[17:39:52.025994322] Interval 30 -> Attempted: 4, Successful: 3
[17:39:52.026155453] Interval 60 -> Attempted: 1, Successful: 1
[17:39:52.026157164] Interval 150 -> Attempted: 0, Successful: 0
[17:39:52.523446173] Interval 15 -> Attempted: 27, Successful: 16
[17:39:52.523700015] Interval 30 -> Attempted: 4, Successful: 1
[17:39:52.523702755] Interval 60 -> Attempted: 1, Successful: 0
[17:39:52.523703524] Interval 150 -> Attempted: 0, Successful: 0
[17:39:53.020264892] Interval 15 -> Attempted: 27, Successful: 0
[17:39:53.020785631] Interval 30 -> Attempted: 4, Successful: 3
[17:39:53.020787368] Interval 60 -> Attempted: 0, Successful: 0
[17:39:53.020788243] Interval 150 -> Attempted: 0, Successful: 0
[17:39:53.519280982] Interval 15 -> Attempted: 27, Successful: 0
[17:39:53.519954440] Interval 30 -> Attempted: 4, Successful: 4
[17:39:53.519956409] Interval 60 -> Attempted: 0, Successful: 0
[17:39:53.519957292] Interval 150 -> Attempted: 0, Successful: 0
[17:39:54.019353671] Interval 15 -> Attempted: 27, Successful: 0
[17:39:54.019760872] Interval 30 -> Attempted: 4, Successful: 2
[17:39:54.019762559] Interval 60 -> Attempted: 0, Successful: 0
[17:39:54.019763192] Interval 150 -> Attempted: 0, Successful: 0
[17:39:54.519284649] Interval 15 -> Attempted: 27, Successful: 0
[17:39:54.519516814] Interval 30 -> Attempted: 4, Successful: 1
[17:39:54.519518157] Interval 60 -> Attempted: 0, Successful: 0
[17:39:54.519518697] Interval 150 -> Attempted: 0, Successful: 0
[17:39:55.019742380] Interval 15 -> Attempted: 27, Successful: 0
[17:39:55.019751554] Interval 30 -> Attempted: 4, Successful: 0
[17:39:55.019752284] Interval 60 -> Attempted: 0, Successful: 0
[17:39:55.019752716] Interval 150 -> Attempted: 0, Successful: 0
[17:39:55.519312193] Interval 15 -> Attempted: 27, Successful: 0
[17:39:55.519318600] Interval 30 -> Attempted: 4, Successful: 0
[17:39:55.519319353] Interval 60 -> Attempted: 0, Successful: 0
[17:39:55.519319796] Interval 150 -> Attempted: 0, Successful: 0
[17:39:56.019351781] Interval 15 -> Attempted: 27, Successful: 0
[17:39:56.019357922] Interval 30 -> Attempted: 4, Successful: 0
[17:39:56.019358633] Interval 60 -> Attempted: 0, Successful: 0
[17:39:56.019359063] Interval 150 -> Attempted: 0, Successful: 0
[17:39:56.521665612] Interval 15 -> Attempted: 27, Successful: 11
[17:39:56.521674182] Interval 30 -> Attempted: 4, Successful: 0
[17:39:56.521674964] Interval 60 -> Attempted: 0, Successful: 0
[17:39:56.521675397] Interval 150 -> Attempted: 0, Successful: 0
[17:39:57.020032732] Interval 15 -> Attempted: 27, Successful: 2
[17:39:57.020042984] Interval 30 -> Attempted: 4, Successful: 0
[17:39:57.020043693] Interval 60 -> Attempted: 0, Successful: 0
[17:39:57.020044113] Interval 150 -> Attempted: 0, Successful: 0
[17:39:57.519363690] Interval 15 -> Attempted: 27, Successful: 0
[17:39:57.519873706] Interval 30 -> Attempted: 4, Successful: 3
[17:39:57.519875098] Interval 60 -> Attempted: 0, Successful: 0
[17:39:57.519875576] Interval 150 -> Attempted: 0, Successful: 0
[17:39:58.019285220] Interval 15 -> Attempted: 27, Successful: 0
[17:39:58.019827200] Interval 30 -> Attempted: 4, Successful: 3
[17:39:58.019828800] Interval 60 -> Attempted: 0, Successful: 0
[17:39:58.019829377] Interval 150 -> Attempted: 0, Successful: 0
[17:39:58.519351084] Interval 15 -> Attempted: 27, Successful: 0
[17:39:58.519369895] Interval 30 -> Attempted: 4, Successful: 0
[17:39:58.519370738] Interval 60 -> Attempted: 0, Successful: 0
[17:39:58.519371154] Interval 150 -> Attempted: 0, Successful: 0
[17:39:59.019392511] Interval 15 -> Attempted: 27, Successful: 0
[17:39:59.019411188] Interval 30 -> Attempted: 4, Successful: 0
[17:39:59.019411967] Interval 60 -> Attempted: 0, Successful: 0
[17:39:59.019412428] Interval 150 -> Attempted: 0, Successful: 0
[17:39:59.519247091] Interval 15 -> Attempted: 27, Successful: 0
[17:39:59.519268083] Interval 30 -> Attempted: 4, Successful: 0
[17:39:59.519269085] Interval 60 -> Attempted: 0, Successful: 0
[17:39:59.519269511] Interval 150 -> Attempted: 0, Successful: 0
[17:40:00.020428144] Interval 15 -> Attempted: 27, Successful: 0
[17:40:00.020704303] Interval 30 -> Attempted: 4, Successful: 1
[17:40:00.020705667] Interval 60 -> Attempted: 0, Successful: 0
[17:40:00.020706127] Interval 150 -> Attempted: 0, Successful: 0
[17:40:00.519395620] Interval 15 -> Attempted: 27, Successful: 0
[17:40:00.519690615] Interval 30 -> Attempted: 4, Successful: 1
[17:40:00.519692061] Interval 60 -> Attempted: 0, Successful: 0
[17:40:00.519692615] Interval 150 -> Attempted: 0, Successful: 0
[17:40:01.021213431] Interval 15 -> Attempted: 27, Successful: 5
[17:40:01.021221439] Interval 30 -> Attempted: 4, Successful: 0
[17:40:01.021222169] Interval 60 -> Attempted: 0, Successful: 0
[17:40:01.021222586] Interval 150 -> Attempted: 0, Successful: 0
[17:40:01.520731457] Interval 15 -> Attempted: 27, Successful: 7
[17:40:01.520737308] Interval 30 -> Attempted: 4, Successful: 0
[17:40:01.520738042] Interval 60 -> Attempted: 0, Successful: 0
[17:40:01.520738442] Interval 150 -> Attempted: 0, Successful: 0
[17:40:02.024010782] Interval 15 -> Attempted: 27, Successful: 8
[17:40:02.024015474] Interval 30 -> Attempted: 4, Successful: 0
[17:40:02.024016179] Interval 60 -> Attempted: 0, Successful: 0
[17:40:02.024016639] Interval 150 -> Attempted: 0, Successful: 0
[17:40:02.519723145] Interval 15 -> Attempted: 27, Successful: 1
[17:40:02.519726275] Interval 30 -> Attempted: 4, Successful: 0
[17:40:02.519726957] Interval 60 -> Attempted: 0, Successful: 0
[17:40:02.519727380] Interval 150 -> Attempted: 0, Successful: 0
[17:40:03.021945246] Interval 15 -> Attempted: 27, Successful: 19
[17:40:03.021948336] Interval 30 -> Attempted: 4, Successful: 0
[17:40:03.021949193] Interval 60 -> Attempted: 0, Successful: 0
[17:40:03.021950137] Interval 150 -> Attempted: 0, Successful: 0
[17:40:03.519819436] Interval 15 -> Attempted: 27, Successful: 0
[17:40:03.519822353] Interval 30 -> Attempted: 4, Successful: 0
[17:40:03.519823149] Interval 60 -> Attempted: 0, Successful: 0
[17:40:03.519823639] Interval 150 -> Attempted: 0, Successful: 0
[17:40:04.019603634] Interval 15 -> Attempted: 27, Successful: 0
[17:40:04.019616296] Interval 30 -> Attempted: 4, Successful: 0
[17:40:04.019617104] Interval 60 -> Attempted: 0, Successful: 0
[17:40:04.019617492] Interval 150 -> Attempted: 0, Successful: 0
[17:40:04.519510995] Interval 15 -> Attempted: 27, Successful: 0
[17:40:04.519953410] Interval 30 -> Attempted: 4, Successful: 2
[17:40:04.519955279] Interval 60 -> Attempted: 0, Successful: 0
[17:40:04.519955855] Interval 150 -> Attempted: 0, Successful: 0
[17:40:05.019392148] Interval 15 -> Attempted: 27, Successful: 0
[17:40:05.019400872] Interval 30 -> Attempted: 4, Successful: 0
[17:40:05.019401699] Interval 60 -> Attempted: 0, Successful: 0
[17:40:05.019402138] Interval 150 -> Attempted: 0, Successful: 0
[17:40:05.523508222] Interval 15 -> Attempted: 37, Successful: 13
[17:40:05.526102268] Interval 30 -> Attempted: 31, Successful: 7
[17:40:05.526105286] Interval 60 -> Attempted: 0, Successful: 0
[17:40:05.526106179] Interval 150 -> Attempted: 0, Successful: 0
[17:40:06.019656766] Interval 15 -> Attempted: 27, Successful: 0
[17:40:06.019659469] Interval 30 -> Attempted: 4, Successful: 0
[17:40:06.019660609] Interval 60 -> Attempted: 0, Successful: 0
[17:40:06.019661090] Interval 150 -> Attempted: 0, Successful: 0
[17:40:06.519653343] Interval 15 -> Attempted: 27, Successful: 1
[17:40:06.519655866] Interval 30 -> Attempted: 4, Successful: 0
[17:40:06.519656610] Interval 60 -> Attempted: 0, Successful: 0
[17:40:06.519657043] Interval 150 -> Attempted: 0, Successful: 0
[17:40:07.025001436] Interval 15 -> Attempted: 27, Successful: 21
[17:40:07.025005088] Interval 30 -> Attempted: 4, Successful: 0
[17:40:07.025006034] Interval 60 -> Attempted: 0, Successful: 0
[17:40:07.025006608] Interval 150 -> Attempted: 0, Successful: 0
[17:40:07.523357118] Interval 15 -> Attempted: 27, Successful: 16
[17:40:07.523361183] Interval 30 -> Attempted: 4, Successful: 0
[17:40:07.523362196] Interval 60 -> Attempted: 0, Successful: 0
[17:40:07.523362786] Interval 150 -> Attempted: 0, Successful: 0
[17:40:08.020063367] Interval 15 -> Attempted: 27, Successful: 0
[17:40:08.020066719] Interval 30 -> Attempted: 4, Successful: 0
[17:40:08.020067673] Interval 60 -> Attempted: 0, Successful: 0
[17:40:08.020068319] Interval 150 -> Attempted: 0, Successful: 0
[17:40:08.519547148] Interval 15 -> Attempted: 27, Successful: 0
[17:40:08.519549559] Interval 30 -> Attempted: 4, Successful: 0
[17:40:08.519550214] Interval 60 -> Attempted: 0, Successful: 0
[17:40:08.519550599] Interval 150 -> Attempted: 0, Successful: 0
[17:40:09.019566317] Interval 15 -> Attempted: 27, Successful: 0
[17:40:09.019568938] Interval 30 -> Attempted: 4, Successful: 0
[17:40:09.019569608] Interval 60 -> Attempted: 0, Successful: 0
[17:40:09.019569995] Interval 150 -> Attempted: 0, Successful: 0
[17:40:09.519531570] Interval 15 -> Attempted: 27, Successful: 0
[17:40:09.519534344] Interval 30 -> Attempted: 4, Successful: 0
[17:40:09.519535056] Interval 60 -> Attempted: 0, Successful: 0
[17:40:09.519535477] Interval 150 -> Attempted: 0, Successful: 0
[17:40:10.020452781] Interval 15 -> Attempted: 27, Successful: 0
[17:40:10.020456112] Interval 30 -> Attempted: 4, Successful: 0
[17:40:10.020457116] Interval 60 -> Attempted: 0, Successful: 0
[17:40:10.020457678] Interval 150 -> Attempted: 0, Successful: 0
[17:40:10.522206513] Interval 15 -> Attempted: 27, Successful: 0
[17:40:10.522209614] Interval 30 -> Attempted: 4, Successful: 0
[17:40:10.522210580] Interval 60 -> Attempted: 0, Successful: 0
[17:40:10.522211232] Interval 150 -> Attempted: 0, Successful: 0
[17:40:11.019383398] Interval 15 -> Attempted: 27, Successful: 0
[17:40:11.019385524] Interval 30 -> Attempted: 4, Successful: 0
[17:40:11.019386220] Interval 60 -> Attempted: 0, Successful: 0
[17:40:11.019386619] Interval 150 -> Attempted: 0, Successful: 0
[17:40:11.522260511] Interval 15 -> Attempted: 27, Successful: 11
[17:40:11.522263896] Interval 30 -> Attempted: 4, Successful: 0
[17:40:11.522264937] Interval 60 -> Attempted: 0, Successful: 0
[17:40:11.522265558] Interval 150 -> Attempted: 0, Successful: 0
[17:40:12.019960580] Interval 15 -> Attempted: 27, Successful: 2
[17:40:12.019964314] Interval 30 -> Attempted: 4, Successful: 0
[17:40:12.019965294] Interval 60 -> Attempted: 0, Successful: 0
[17:40:12.019966098] Interval 150 -> Attempted: 0, Successful: 0
[17:40:12.519275011] Interval 15 -> Attempted: 27, Successful: 0
[17:40:12.519277851] Interval 30 -> Attempted: 4, Successful: 0
[17:40:12.519278585] Interval 60 -> Attempted: 0, Successful: 0
[17:40:12.519279062] Interval 150 -> Attempted: 0, Successful: 0
[17:40:13.019356157] Interval 15 -> Attempted: 27, Successful: 0
[17:40:13.019358466] Interval 30 -> Attempted: 4, Successful: 0
[17:40:13.019359248] Interval 60 -> Attempted: 0, Successful: 0
[17:40:13.019359650] Interval 150 -> Attempted: 0, Successful: 0
[17:40:13.519270619] Interval 15 -> Attempted: 27, Successful: 0
[17:40:13.519272905] Interval 30 -> Attempted: 4, Successful: 0
[17:40:13.519273652] Interval 60 -> Attempted: 0, Successful: 0
[17:40:13.519274098] Interval 150 -> Attempted: 0, Successful: 0
[17:40:14.019535516] Interval 15 -> Attempted: 27, Successful: 0
[17:40:14.019538241] Interval 30 -> Attempted: 4, Successful: 0
[17:40:14.019538899] Interval 60 -> Attempted: 0, Successful: 0
[17:40:14.019539486] Interval 150 -> Attempted: 0, Successful: 0
[17:40:14.530692638] Interval 15 -> Attempted: 27, Successful: 0
[17:40:14.530695407] Interval 30 -> Attempted: 4, Successful: 0
[17:40:14.530696145] Interval 60 -> Attempted: 0, Successful: 0
[17:40:14.530696576] Interval 150 -> Attempted: 0, Successful: 0
[17:40:15.019585484] Interval 15 -> Attempted: 27, Successful: 0
[17:40:15.019588851] Interval 30 -> Attempted: 4, Successful: 0
[17:40:15.019589644] Interval 60 -> Attempted: 0, Successful: 0
[17:40:15.019590073] Interval 150 -> Attempted: 0, Successful: 0
[17:40:15.519568452] Interval 15 -> Attempted: 27, Successful: 0
[17:40:15.519572338] Interval 30 -> Attempted: 4, Successful: 0
[17:40:15.519573057] Interval 60 -> Attempted: 0, Successful: 0
[17:40:15.519573534] Interval 150 -> Attempted: 0, Successful: 0
[17:40:16.021585965] Interval 15 -> Attempted: 27, Successful: 7
[17:40:16.021589899] Interval 30 -> Attempted: 4, Successful: 0
[17:40:16.021590648] Interval 60 -> Attempted: 0, Successful: 0
[17:40:16.021591096] Interval 150 -> Attempted: 0, Successful: 0
[17:40:16.723877041] Interval 15 -> Attempted: 27, Successful: 6
[17:40:16.723880877] Interval 30 -> Attempted: 4, Successful: 0
[17:40:16.723881678] Interval 60 -> Attempted: 0, Successful: 0
[17:40:16.723882117] Interval 150 -> Attempted: 0, Successful: 0
[17:40:17.020526393] Interval 15 -> Attempted: 27, Successful: 6
[17:40:17.020532415] Interval 30 -> Attempted: 4, Successful: 0
[17:40:17.020533520] Interval 60 -> Attempted: 0, Successful: 0
[17:40:17.020534087] Interval 150 -> Attempted: 0, Successful: 0
[17:40:17.519306921] Interval 15 -> Attempted: 27, Successful: 0
[17:40:17.519310246] Interval 30 -> Attempted: 4, Successful: 0
[17:40:17.519310919] Interval 60 -> Attempted: 0, Successful: 0
[17:40:17.519311376] Interval 150 -> Attempted: 0, Successful: 0
[17:40:18.019360230] Interval 15 -> Attempted: 27, Successful: 0
[17:40:18.019362492] Interval 30 -> Attempted: 4, Successful: 0
[17:40:18.019363167] Interval 60 -> Attempted: 0, Successful: 0
[17:40:18.019363578] Interval 150 -> Attempted: 0, Successful: 0
[17:40:18.519308015] Interval 15 -> Attempted: 27, Successful: 0
[17:40:18.519319999] Interval 30 -> Attempted: 4, Successful: 0
[17:40:18.519320784] Interval 60 -> Attempted: 0, Successful: 0
[17:40:18.519321225] Interval 150 -> Attempted: 0, Successful: 0
[17:40:19.019568965] Interval 15 -> Attempted: 27, Successful: 0
[17:40:19.019573071] Interval 30 -> Attempted: 4, Successful: 0
[17:40:19.019573833] Interval 60 -> Attempted: 0, Successful: 0
[17:40:19.019574235] Interval 150 -> Attempted: 0, Successful: 0
[17:40:19.519403417] Interval 15 -> Attempted: 27, Successful: 0
[17:40:19.519414084] Interval 30 -> Attempted: 4, Successful: 0
[17:40:19.519414917] Interval 60 -> Attempted: 0, Successful: 0
[17:40:19.519415369] Interval 150 -> Attempted: 0, Successful: 0
[17:40:20.053142895] Interval 15 -> Attempted: 27, Successful: 0
[17:40:20.053148724] Interval 30 -> Attempted: 4, Successful: 0
[17:40:20.053149462] Interval 60 -> Attempted: 0, Successful: 0
[17:40:20.053149854] Interval 150 -> Attempted: 0, Successful: 0
[17:40:20.523374906] Interval 15 -> Attempted: 37, Successful: 13
[17:40:20.523383200] Interval 30 -> Attempted: 4, Successful: 0
[17:40:20.523383949] Interval 60 -> Attempted: 0, Successful: 0
[17:40:20.523384641] Interval 150 -> Attempted: 0, Successful: 0
[17:40:21.019552095] Interval 15 -> Attempted: 27, Successful: 0
[17:40:21.019557729] Interval 30 -> Attempted: 4, Successful: 0
[17:40:21.019558698] Interval 60 -> Attempted: 0, Successful: 0
[17:40:21.019559115] Interval 150 -> Attempted: 0, Successful: 0
[17:40:21.519649351] Interval 15 -> Attempted: 27, Successful: 1
[17:40:21.519655149] Interval 30 -> Attempted: 4, Successful: 0
[17:40:21.519655900] Interval 60 -> Attempted: 0, Successful: 0
[17:40:21.519656682] Interval 150 -> Attempted: 0, Successful: 0
[17:40:22.027683461] Interval 15 -> Attempted: 27, Successful: 21
[17:40:22.029024897] Interval 30 -> Attempted: 4, Successful: 3
[17:40:22.029026632] Interval 60 -> Attempted: 0, Successful: 0
[17:40:22.029027320] Interval 150 -> Attempted: 0, Successful: 0
[17:40:22.522362763] Interval 15 -> Attempted: 27, Successful: 16
[17:40:22.522367720] Interval 30 -> Attempted: 4, Successful: 0
[17:40:22.522368536] Interval 60 -> Attempted: 0, Successful: 0
[17:40:22.522368964] Interval 150 -> Attempted: 0, Successful: 0
[17:40:23.019549119] Interval 15 -> Attempted: 27, Successful: 0
[17:40:23.019553222] Interval 30 -> Attempted: 4, Successful: 0
[17:40:23.019553956] Interval 60 -> Attempted: 0, Successful: 0
[17:40:23.019554398] Interval 150 -> Attempted: 0, Successful: 0
[17:40:23.519271939] Interval 15 -> Attempted: 27, Successful: 0
[17:40:23.519276445] Interval 30 -> Attempted: 4, Successful: 0
[17:40:23.519277227] Interval 60 -> Attempted: 0, Successful: 0
[17:40:23.519277664] Interval 150 -> Attempted: 0, Successful: 0
[17:40:24.019462493] Interval 15 -> Attempted: 27, Successful: 0
[17:40:24.019466990] Interval 30 -> Attempted: 4, Successful: 0
[17:40:24.019467689] Interval 60 -> Attempted: 0, Successful: 0
[17:40:24.019468121] Interval 150 -> Attempted: 0, Successful: 0
[17:40:24.519360489] Interval 15 -> Attempted: 27, Successful: 0
[17:40:24.519364564] Interval 30 -> Attempted: 4, Successful: 0
[17:40:24.519365251] Interval 60 -> Attempted: 0, Successful: 0
[17:40:24.519365700] Interval 150 -> Attempted: 0, Successful: 0
[17:40:25.019365335] Interval 15 -> Attempted: 27, Successful: 0
[17:40:25.019370027] Interval 30 -> Attempted: 4, Successful: 0
[17:40:25.019370713] Interval 60 -> Attempted: 0, Successful: 0
[17:40:25.019371142] Interval 150 -> Attempted: 0, Successful: 0
[17:40:25.519307965] Interval 15 -> Attempted: 27, Successful: 0
[17:40:25.519313085] Interval 30 -> Attempted: 4, Successful: 0
[17:40:25.519313803] Interval 60 -> Attempted: 0, Successful: 0
[17:40:25.519314239] Interval 150 -> Attempted: 0, Successful: 0
[17:40:26.019367751] Interval 15 -> Attempted: 27, Successful: 0
[17:40:26.019373539] Interval 30 -> Attempted: 4, Successful: 0
[17:40:26.019374277] Interval 60 -> Attempted: 0, Successful: 0
[17:40:26.019374707] Interval 150 -> Attempted: 0, Successful: 0
[17:40:26.521520926] Interval 15 -> Attempted: 27, Successful: 11
[17:40:26.521529707] Interval 30 -> Attempted: 4, Successful: 0
[17:40:26.521530480] Interval 60 -> Attempted: 0, Successful: 0
[17:40:26.521530932] Interval 150 -> Attempted: 0, Successful: 0
[17:40:27.019702727] Interval 15 -> Attempted: 27, Successful: 2
[17:40:27.019710529] Interval 30 -> Attempted: 4, Successful: 0
[17:40:27.019711454] Interval 60 -> Attempted: 0, Successful: 0
[17:40:27.019711859] Interval 150 -> Attempted: 0, Successful: 0
[17:40:27.521919590] Interval 15 -> Attempted: 27, Successful: 0
[17:40:27.522514448] Interval 30 -> Attempted: 4, Successful: 3
[17:40:27.522515958] Interval 60 -> Attempted: 0, Successful: 0
[17:40:27.522516497] Interval 150 -> Attempted: 0, Successful: 0
[17:40:28.019535535] Interval 15 -> Attempted: 27, Successful: 0
[17:40:28.020061859] Interval 30 -> Attempted: 4, Successful: 3
[17:40:28.020063239] Interval 60 -> Attempted: 0, Successful: 0
